Label Appearances
socialismofeminista 7
domingo22_nunca_se_esqueça_do_pasado_da_fome 1
fome_nunca_mais_pt_nunca_mais_lula_nunca_mas_ 1
goianiabot 14
operacaoacolhida 34
radioimpressoeauditavel 13
valeulula 5
chaelisa 16
anticorrucion 6
anticovid19 6
anticrimenorganizado 6
antidictadura 6
antimpunidad 6
antinarcotrafico 6
projusticia 6
elsistemacorruptonossilencia 1
operadorastelefoniacomplices 1
felizaniversáriolulapresidente 4
77anoslula 8
daylula 10
cercadinho 10
livesdobolsonaro 8
pertodopovo 8
bolsonarodefensordebandido 4
gofla 19
somostodoslivres 6
vamosalutapt 1
trezeconfirma 4
brochominions 1
bolsonorameupresidente 2
vaitrabalharnervozin 2
bolsonaroodeiatrabalhadores 4
bolsonarovairoubarnossosdireitos 4
ptnaalba 4
lulapurafraudeeleitoral 1
foco_no_objetivo 3
comunistastodosmitomanos 3
vladimirputtin 2
4linhasart142já 7
democracianeles 14
mutatismutandis 13
13naveia 3
ondeestaosenadoresomissos 3
temquedissolveressaturma 3
justiçaeleitoralparcial 1
sosdemocracia 12
carmenlúcifer 3
luizinacioluladasilvaparabens 5
everyone 9
evomoralesstarvation3mmcity 3
dia30aperta13 1
haddadpiorgovernadordesp 5
ditaduradaesquerda 1
27oct 18
chavismoesvictoriapopular 160
efemérides 3
taldíacomohoy 3
lulaquerdargolpe 3
ahoraelpueblo 2
lulaladrãochefedocrimeorganizado 2
atletas 8
depoisconversemcomadilmasobreopassadodevoces 4
gentem 1
fraudenaurna 54
lulafaz77anos 4
ladrãosim 3
renunciatarcísio 9
tarcísiodoatentadofakeaquinão 28
bandidosim 2
florestal 1
lulaorgulhomundial 3
27octubre 4
tarcísioarregao 3
esquerdobrasil 4
lulalahadad 4
naoestoucolula 1
naoestoucomlula 1
jesusrazãodomeuviver 5
parabénslulinha 2
xandaonoxadrex 2
gadodolularapio 5
opovoprecisadepazamor 2
vocêreceberáopresente 2
dia30votetarcisio10 1
paranaodizerquenaofaleidasflores 4
lobovota1️⃣3️⃣ 2
mariapassanafrentepisanacabecaencantadordeserpente 6
viraram 2
tebetproximapresidente 1
bolsonaroéguedes 2
nãodeixeaboiadapassar 2
xandãokinderovodetroia 5
haddadgovernadorsp1️⃣3 15
obrasilinteiroestacommoro 2
h13 6
airportgru 2
grucity 2
22não 29
haddadgovernadorr 1
correiosvota13 27
nãoàprivatização 24
somostodoscoveiros 1
fhccomlula 7
phapresente 7
rafakalimann 1
1anojp 47
blackbook 42
jp1ano 1
omitochegoueamamataacabou 1
inserçaonasradios 2
belagil 418
oquetarcisioqueresconder 3
xandaofora 1
orempeloobrasil 2
27outluladay 2
cássiakisshomofóbica 3
fueramalasvibras 86
puebloconcasapropia 27
lulapresidentte 8
nabahiaé13 2
governadorrgs 1
esquerdaefraude 1
forapaes 4
valorizeosprofessores 2
simonitebet 2
lulaaposentado 3
moyano 5
haddadelula 1
lula13semodio 4
muriaecomlula 4
luladaypor 3
lulaéminas 2
paraisólpolis 3
industrieminière 3
traficdinfluence 3
nesseeuconfio 1
delegadopalumbo 8
vamosviraremsaopaulo 9
lamentavél 6
soucontraacensura 5
cariocavota22 1
bolsonarourgente 1
panelaco20hrs 2
bts_runbts 7
livebolsonarohoje19 7
filippiprefeito 1
bragagovam1️⃣5️⃣ 28
casagrandegoves4️⃣0️⃣ 53
dantasgoval1️⃣5️⃣ 28
déciogovsc1️⃣3️⃣ 52
haddadgovsp1️⃣3️⃣ 52
jerônimogovba1️⃣3️⃣ 52
jlazevedogovpb4️⃣0️⃣ 19
mariliagovpb7️⃣7️⃣ 19
rogériogovse1️⃣3️⃣ 52
domingoelectoral 11
urnafraudada 3
zambesta 3
bolsonaroaprovapilulaabortiva 21
proibirpropagaçãodementiranãoécensura 8
bolsonaropromovepedofilia 21
jeronimogovernador2022 1
thelatinartist 2
democraciaviva 43
decepcaogavioes 1
anormalidadedoentreguismoeescravizacaoemmassa 2
dispensadodasfunçoes 2
lulapresdente 1
golpeditaduracensura 1
socorroffaa 107
lulalandslidecongressionalvictory 2
lulapresidenteelecto 2
bloqueodigitalvscuba 1
diahistórico 1
vascobrasileirao2023 2
fortalezacearánordeste 1
meseguequemvota13 4
vaidelulaemesegue 4
mesegueequemmesegue 26
lulababy 4
comitê 4
decioebiagovernosc 1
marinasilvapresidente2026 1
pauloviera 2
tseperdendoahonra 1
naoprecisamosdevocês 2
pegaasmalasesemandemtambém 2
vamos22 2
elpuebloconcasapropia 2
elpueblounidojamásseravencido 2
ptontos 2
alckminmerenda 1
kolumbien 9
eleicaofraude 10
fascismonochão 11
florestadepé 11
lulanosgundoturno13 7
lulaprobrasilsorrirdenovo 2
homofobiaécrimekis 1
bds 11
cysource 6
daily 6
opaísfelizdenovo 1
queridopresidentelula 2
dependedenós 8
guedesinimigodopovo 3
fujadele 5
quempagouadélio 2
pragmatico 2
mariliaarraesélula 2
chieftwit 1
imperioyankee 1
yankeepatron 1
emcristosomoslula 1
vireumvoto 6
dione 3
ourredstarluladay 1
chefedeestadoedegoverno 1
opaitavoltando 68
jovempansobsensura 3
oioioi 20
corte25porcento 2
direitosindígenas 25
pacoteverde 9
alexandrecorrupto 1
mostreumcasalquevota13 2
cpiradiolão 11
fechaaglobo 1
showdomilhão 2
lulaeunãovoto 49
conexãopetista 1
olhadinha 5
euaindapossofalar 3
apaziguador 2
eleicoes2022fraudadas 3
impeachmentpachecoja 3733
desmonetizaartistamilitantepetista 2
desmonetizamilitantedaesquerda 2
contramaustratos 1
leisansao 1
salariomínimoforteélula13 4
bolsonaroinimigodospobres 5
foraptezada 6
urucuia 20
urucuiamg 20
brasilvaivoarem2023 2
matogrossodosulébolsonaro 13
spotify_br 5
lula_desonestoemtudo 1
putariaeleitoral 1
lulananacadeia 3
futurenews 1
mauríciolemosmg 4
mauríciosouzamg 4
moroputinhadefascista 1
nalutacombolsonaro 7
cubanoserajamascoloniayanqui 5
cubasolidaria 17
marceloresende 1
votocríticonolula 74
inflaçãosubiu 12
salariocaiu 12
aondalulaestaatoda 1
peopleshistory 1
lulaexencarcerado 6
psolpuxadinhodopt 10
empatou 1
confionocapitao 1
reajapovopaulista 4
reajasp 4
sp13 6
timededireita 1
lulaparabéns 3
homofobiaécrimekiss 1
saveenvironment 3
khersonoffensive 2
homofobiaecrimekiss 3
guedesodeiaopovo 3
nojodopauloguedes 3
frotacaloteiro 2
frotaeolaranja 2
lulamtg 1
lulaçocardgames 11
compromissocomopovo 1
joãocarlosvereador 1
campañalula 2
influenciadorescomlula 15
simonetabate 3
steorcrim 3
pedrabrancadoamapari 64
brasilparafrente 4
llulaladrao 2
livroédemocracia 1
investigaçãonoradiolão 1
boicotenao 2
heroidobrasil 2
esquerdaseguesquerda 6
comunismogenocida 10
forabolsonaroinutil 2
salvejanones 4
flamengolibertadores 2
vivaevo 1
pelafome 2
avançandoademocraciadiantedascorrupcoes 2
seaposentem 2
sugiroquefaçamasmalas 2
pnadcontínua 11
brasilacimadetudodeusacimadetododos 3
quenaocaianoesquecimento 3
justine 24
vamosvirarbrasil 4
py 2
jairreeleitolulapreso 33
𝐕𝐨𝐭𝐚 4
af 3
judaeochristian 3
waronterror 3
democracymatters 16
afontesecouartistas 4
booklove 4
lulaladrãoroubouaeleição 3
bolsonarogovernaprosricos 3
motivação 56
alunoscombolsonaro 3
starwarsbr 15
starwarsbrasil 15
lulapresidente1⃣3⃣1⃣3⃣1⃣3⃣1⃣3⃣1⃣3⃣1⃣3⃣1⃣3⃣1⃣3⃣ 5
tsetompeudemocracia 1
amigosstf 2
bomcarater22 1
maucarater13 1
ditadorsupremo 4
randolfizado 4
tururutácomlula 1
janonesno 1
naoanulavaidelula 3
bolsinaroladrao 3
bolsinaropedifilo 3
bolsonaropeversi 3
pensaoalimenticia 2
bolaonarotemrazão 1
lulacensurouajovempan 1
cartadedesculpas 8
virahomem 8
bono 5
itau13 10
itaucomlula 10
abahiaebolsonaro 1
senhoradasselva 7
rina 14
squidgamebrasil 14
bolsonaroinimigodopovo 9
muitafelicidadelula 2
senhoradasselvas 7
chegadecanalhas 6
dosdoislados 6
numseránemnecessario 6
seráqueobrasilprecisadefordismopralaminademocratica 6
sóinstalarnaporta 6
tôachandoquesim 6
vãosaircorrendodedentro 6
euvotopelaamazonia 10
euvotopelanatureza 10
euvotopelofuturo 10
euvotopelosanimais 23
continuebolsonaro 1
sumalula 1
tarcísiodoatentadofakeemspnão 4
tarcísiorenuncia 4
jairficousozinho 1
nóslutamosporvocê 4
propagandanoatardeesua 1
bolsonarpresidente 5
gleisiamigadepedofilo 2
nestorporsiempre 4
nestorviveenelpueblo 4
corrução 7
elaineanunan 7
influencerstyle 7
instagramersgallery 7
lulapresidentevote13 10
marilie77 4
injustiçaeleitoral 2
acceptdefeat 5
fsln 2
impeachmeantdoxandão 281
cpidojudiciarioja 5
cpiradiolao 14
piorpresidentedobr 4
acabou_sonaro 73
esperancadeumbrasildepaz 2
sociodemocracia 3
revistanature 2
campogranderj 15
20h 1
honte 2
lulamenteenemsente 3
bolsapack 2
bolsavideosexclusivos 2
haddadvirou 43
printem 8
cortesdeaposentadorias 7
cortesdesalarios 7
praruagente 4
jailforbolsonaro 1
bscgame 3
kicktoearn 3
zombiepets 3
todoscontraobozo 3
ceudebrasilia 4
laday 1
bolsonarobaixada 1
funko 13
funkopopnews 13
funkyfriday 13
cnnmiente 3
conexióncnn 4
capangas 2
fechadocomorafael 1
gdnprecariza 1
huelgacaunavarra 1
prclaudioduarte 3
fiscalizou 1
irregularidades 13
arknights 4
naoleveaserioesopiada 4
melhorjairsaindofora 1
falsoatentado 2
tarcísioassassino 2
beastars 2
legoshi 2
btasil 6
mordaca 6
educacionsocial 3
regulacioneducacionsocial 3
soseducacionsocial 3
stopintrusismo 3
porqueoreggaenaopara 1
casagrande40nao 4
casagrande40nuncamais 4
eunãovotonocasagrande40 4
senhorjesus 1
aculpanaoseraminha 3
camisa12representaopovo 5
gavioesdosplayboy 5
tiramãodomeusalário 4
meutimao 2
riodejaneiroébolsonaro 9
promessadolula 3
bolsonovo 1
kenyewest 5
agenciadeviagens 3
viajantetour 3
jornaloglobolixo 6
tiagodoidão 5
tmjcaptao 17
mandflores 2
faisca 3
lulanãodeuáguaaosnordestinos 2
idpol 2
cadeiaalexandredemorais 3
stjvergonha 3
bosurabaya 3
vergonhaalheianacional 9
turmadamonica 14
timeout 6
mexicogp 67
cartadoexprisioneiro 1
luladrão13 4
reajesp 1
votodoamor 1
brazilenergy 15
presidentofthebrazil 15
we_want_ravn_back 7
โอมนนน 11
vaipraportugal 7
naomexanaaposentadoria 5
naomexanasaposentadorias 5
alertworld 8
extremadireitaameaçaeleitores 8
pastoresameaçamexpulsãodefiéis 8
patrõesameaçamempregados 8
reagepovobrasileiro 8
terceiromandato 1
decoracao 5
querovender 2
tapetes 2
rodyguajardo 1
qualdemocracia 1
alegriadoamor 1
acortetemumlado 6
confirma22 2
cual 1
politicalocal 1
oremosporbrasil 2
ohmnanon 12
soupazeamor 2
embolsonaronósacreditamos 85
embolsonaronósconfiamos 85
wetrustbolsonaro 85
oreidatv 6
angelicaliss 1
xsocialx 1
apagaram 10
fóraxandão 4
eunãoacreditonotestedaglobo 8
denunciatse 7
lulaaniversario 1
ptfloripa 5
ptpalhoça 5
lookism 1
bolsojeffnaprisão 7
amoitau 3
tchaubolsominions 3
blackseagrain 2
discutamosloimportante 7
elineesmipoder 11
elinenosetoca 75
endefensadeline 7
noalareformaelectoral 15
porelinemepongolarosa 7
yodefiendoaline 23
civilizacionoccidental 3
patriosfera 3
vivachilelibre 3
cazeday 4
animototal 2
convencereleitorvotar 2
atençãotodosnósbrasileirosjáestamoscientes 1
foradanoneestragadotuamentiraecalunianãovaicolar 1
emscé2x13 1
élulaláedecioaqui 1
comaforça 8
deciolima13governador 8
dopovo 8
lulaobrasilpedesos 8
eunãtenhopena 2
pobreburro 2
cpbt 3
brasilsemfomelulapresidente 1
karolcariolanoserapresidenta 2
27aniversariodoladrao 1
leitenuncamais 1
colombiamarcha29octubre 8
exiliados 4
prisioneros 4
copalibertadores2022 101
thenewsyorktimes 7
fightforbrazil 2
botijão 1
patriotaatéotutano 1
boldonaroreeleito 3
respeitoaconstituicao 29
cartapelobrasildoamanhã 1
felipenetomente 2
luladefensordebandido 1
blocodocaos 6
acmnetoébolsonaro 406
onyxébolsonaro 406
sóusoverdeeamareloatéodia30 406
tarcísioébolsonaro 406
zemaébolsonaro 408
zonaoestenaoapoialadrao 2
dontgetsad 2
geteven 2
vigilanteshit 2
artvsartist 2
49milhoespassandofome 13
naotemaumentorealdesalario 7
destruicaoambiental 13
jairpresidiario 1
apt 4
fsf 4
bmjnostribunais 1
votalula22 1
renegociaçãodofies 5
lula3️⃣1️⃣ 2
lulapresidente20221️⃣ 2
desonestidade 5
lotou 3
lulacocardgames 17
obrasiltalivre 2
forosãopaulo 1
inexistente 4
totalitario 13
2022elections 31
cpidoradiolão 3
ipob 3
domingosera22 1
voto22poramor 1
dom 27
maxel 10
colegas 4
bobjeffnaprisao 6
brasilcrescendo 2
ohpolêmico 2
sonos1300 2
lulaseuaniversarionadaacrescentaaopais 2
assassinscreedsyndicate 3
moraescorrupto 3
moraesehdopt 3
moraesfdp 3
aposentadovota22 4
pensionistavota22 4
domingoesdíadevictoria 1
radiolaodipt 1
bolosnaroreeleito22 1
republicadasbananas 3
descofenado 2
brujeria 1
damarescomedia 3
arcano13 2
taro 2
bolsonarotavirando 2
barrentos 1
mastruzcomleite 1
lullanao 10
twitterfreedom 6
vãocomdeus 1
brasilnocaminhocerto 3
picanhadecachorro 4
ruicostalixo 7
vaga 14
followforfollowback 38
filhadamaedinah 1
radiolaodoptcrime 4
carnalulaoficialrj 5
assessoriabolsonaro 2
haddanaglobo 120
hddadgovernadorsp13 1
radiolãodotse 61
quadrilhadoptnão 1
pracimadelesmengo 2
chicaguei 5
pauloschwegues 5
fotão 2
votocriticolula13 2
bhcombolsonaro 8
censuraouliberdade 1
decioelulapelacultura 9
déciolima 64
xandaquistao 149
omaisqueridodobrasil 9
obrigadadenada 4
alesppautejaopdl22 2
parabensmariciodesouza 3
lulapresidente131️⃣3️⃣ 1
foraafrofake 7
livranosdeneto 7
janonesorgulhodamamae 3
saláriominimo 5
carosouvintes 4
ouvintes 4
saberouvir 4
ébomjairembora 1
surpesa 9
piorquemensalao 2
prorioserfeliz 1
mentirnemsefala 1
vaicomeçararoubartambém 1
zabelli 1
vascão 4
trebahia 1
chegadevelhapolitica 1
latercerapm 1
lulafuturopresidiário 7
sãojoãodemiriti 95
desafiohalterados 1
1mais1mudaomundo 7
becodacodorna 7
odiabovesterenner 7
poc 7
tselao 10
lulamaiorcorruptodahiatotia 1
amazoniapedesocorro 4
salvemamazonia 6
abramseusolhos 1
lulafuturopresidiario 4
lapistamilman 2
nestorviveencristina 2
titãs 2
palavradanacara 23
vidaejustiça 3
desmatamentoilegal 3
saveamazonas 3
digamaoaopt 6
vivaavaquejada 1
janonescupisca 3
mercadodetrabalho 936
aminhabandeiraeverdeeamarela 4
brasilédosenhor 4
ninguémmexenosalariodopovo 1
equacionamentofuncef 3
funcef 9
partidonovomorreu 3
debatereinaldocombolsonaro 1
caiforabolsonar 2
caiforazambelli 2
apocalypse 13
consevador 6
fatalista 6
matemáticasparaprogres 6
opteumaorganizaçãocriminosa 5
viradaverdeeamarelo 6
andrejanonesaliciadordemenores 1
luladraocondenadosim 1
lalisamanoban 5
povounidojamaisseravencido 59
lulamelhoremaiorpresidentedobrasilvemlogoocuparacadeiraqueésuapresidentelula13 1
lulaseuladraovoceroubouomeu 1
farsagolpistadesvendada 2
fraudesnão 1
urnasauditaveisjá 1
onovoficouvelho 2
lulachefedaorganizaçãocriminosa 7
feznadaquantoaissoeessamonstrusiosidadedesaberenaofazeréseumaiorcrime 1
cubaviveenhistoria 265
paidocrime 1
radiololão 7
fimdaleirouanet 3
abaixoobolsonarismo 2
22poramor 15
pintouumclimaécrime 1
mãescomhaddad 1
digamecomquemtúandas 2
hipocrisiaagentevêporaqui 2
quedireiquemtúés 2
nãovotenoladrão 3
dops 2
nãopintouumclima 1
saopaulonaovotaemladrao 1
abandeiraébrasileira 4
candidaturadebolsonáro 6
prisãomaliciosa 6
vilpropagandaeleitoral 6
voltaavincular 6
artesanato 7
saopaulonaovotaemassassino 2813
multiverso 9
mulhereleita 1
justicaporfelipe 2
sãopaulonãovotaemassassino 4469
barbacena 190
contagemmg 52
muriae 20
muriaemg 42
milicianosaquinão 8
randolfegazelasaltitantesim 3
guedesmente 5
casagrandenagazeta 2
tarcisioembora 1
anazon 4
bolsonaropcd 4
esquerdistasdasamericas 7
pampadelaisla 7
reynaldoezequiel 7
ondetempttemsujeira 3
geraldoalkmin 52
nuncafoitaofacil22 77
uberaba22 1
votonuloconsciente 2
bolsoneronuncamais 1
aesperançaévermelha 2
votebolsonaro22pornossaliberdade 1
garimpomata 1
boicotepostoipiranga 3
fraudefake 12
voleimineiro2022 1214
euvouvotar13 1
barradejangada 45
barradejangadape 45
domhélder 45
marcosfreire 45
foraxandai 2
tarcisioassassino 512
bolsonarobest 2
viravotosãopaulo 5
bolsonarismoatacaidosos 2
tarcisioexplicaparaisopolis 2
pauloguedesodeiapobre 1
meusparamaus 2
presentedolarapio 2
diganãoaobolsonarismo 2
auditoriadadívidapública 3
forabanqueiros 3
foraesquerdalhalixo 7
lisztvieira 1
paulistanonãoébobo 1
spnãovotaemcriminoso 1
sing 1
smule 1
bhvotabolonaro 10
llulaflix 3
deretept 1
vemde40 1
sigilodos100anos 25
apagajanones 1
auxiliopinga 2
limpeioregocomurtiga 2
aniversariodopai 11
aniversariopresidentelula 20
somosbacelar 3
somosdotimedelula 3
somosjeronimo 3
longobardiporcnn 4
preguiçadeouvirbolsonarista 1
boralulacorrupto 156
boraluladrão 156
boralulanacadeia 166
dilmanacadeia 166
gleisehoffmannnacadeia 166
maiacorrupto 166
schin 4
marilianaglobo 1
salvemaamazonia 14
ptsuzano13 4
fakecrisis 1
cassacaodojanonesurgente 1
compartilha22 9
alguientienequedecirlo 4
artistesgrobais 1
etherium 7
wibooindication 104
wibx 104
haddadpostedeladrao 8
milicianão 518
autêntica 1
perspectiva 1
famoso 7
chorar 1
forazemamentiroso 1
liberdadeparatodos 2
gatilhos 1
economistas 5
falsoamigo 4
valorizasóquandoperde 4
paranoiadasbruxas 4
paranoiadasbruxas2022 4
republicaparanoia 4
janonesaamigodeassasino 2
parabenspaulistas 3
chastity 15
peitosaward 764
vazaou 15
novinhanua 787
xotasaward 787
timedejeronimo 1
nosroubamosmenos 3
votocriticonolula13 2
cadeiart 3
ruralcomlula 5
vivalulinha 1
luladraõ 1
catarinapaolino 17
tarcísionodebate 78
tcueleições 8
obolsonárovaisematarapósserderrotado 1
haddadjantandotarcisionodebatedaglobo 1
farinhadomemossaco 5
bolsobaropedofilo 63
lãdrão 1
raquellira 21
lucoanohuck 3
efootball2022 1
cariocaengenharia 2
fernandohenriquementiroso 3
venezuelanao 279
youtibers 9
tarciosiomentiroso 477
felipenetocomprado 3
narcosobrinos 23
ptbandido 3
bolsonaro22presidente2022 1
simonetebettenhovergonhadevoce 3
bolsonarochorão 1
pinocho 1
tarcisioacoberta 590
lulavaivoltarpracadeia 2
sherazadecomprada 3
sherazadetraira 3
sherazadevendida 3
amoedofalso 2
joaoamoedotraíra 2
endemocraciasevivemejor 1
laizquierdaesunamierda 1
rota66 1
governodepe 22
expectus 4
opbrasil 268
othelinoneto 1
sãopaulonãovotaemassasino 1
sãopaulonãovotaemcriminos 1
pretérito 3
assassinonao 1
rouboeleitoral 6
stencil 2
deusemais 1
síndromedeviralata 2
ptécpx 1
rabudascomlula 1
twitterantidemocratico 1
twitterfascista 1
pguedesnobeldeeconomia 1
lgtbq 7
minhapesquisa 1
luciaverissimo 5
brasileligebolsonaro 3
claudiamartínez 2
marilía77 1
진 8
marinasilvalixo 2
corinthiana 1
simonetebetcancelada 75
eleicaosp 2
lulateuculo 1
carreatadavitoria 3
debatenaglobone 4
vote13pelademocraciaepelaverdade 1
dia30éjair22oujáera 4
casão40 6
casãonaglobo 3
ficapt 1
marmel 7
martmel 7
roxmo 7
debatenarbstv 14
dia30é45 2
janonespinóquio 2
tarcisionacadeia 2
brasildacultura 2
globe 6
auxiliobrasilvaicontinuarcombolsonaro 4
presidentedobrasil22 4
debatesantacatarina 5
debatesc 16
governosc 5
pagahaddad 1
abajocastrocaneldictadura 7
diazcanelasesino 222
quemmatoufelipe 1813
marcocivilizatorio 5
bolsonarowinner 2
lulaydiazcanelzingao 2
bolsosaro 1
agindo 11
impedira 8
emergência 11
casagrandenatvgazeta 1
chegadebarbárie 6
tarcisiodespreparado 29
vaiarrebentar 1
haddadpiada 3
barco 63
impeachmeantdoxandao 91
municao 4
debatepe 18
unfollowfelipeneto 2
ngr 32
leandraleal 3
debatenaglobors 1
proteçãoascriancas 2
minasgeraiselula 2
raivergonhaspfc 1
tarcisionodebate 7553
mariliafãdebolsonaro 2
mataramuminocente 17
governogenocidaecocidamiliciano 5
osquatropioresanosdenossasvidas 5
chaysuede 1
adulto 22
ines 1
ancestralidade 6
honresuahistória 1
nãoforodesãopaulo 1
nãoursal 1
tarcisiomaravilhoso 3
cassaçãodachapadopt 1
1️⃣0️⃣ 6
votebol 4
ébolsonaropresidente 1
ficababi 4
foravini 6
tsecapachodopt 1
caeté 27
guaxupé 27
ubá 27
mentisoro 1
dia30diganaoacorrupçao 2
aguarda 7
superahaddad 70
spvote10 7
dia30votem22 12
bolsojeffnaprisao 1632
pauloguedesresponde 30
elvolteretas 2
chupetinhadetranficante 1
ditaduratse 4
funcionário_público 1
reestatizar 1
fernandamontenegrolinda 3
evangelicastop 17
mópaz 2
sampaiocorrea 2
milicianao 2724
tarcísio10sp 2
chuchunojaburu 1
bolsonaroaporofobico 1
opovojuntocombolsonaro 7
meucoraçao 1
fabianaanjo 3
obrasilvencera 1
emelhorjair 2
lulebeteuchipo 1
felipesilvalima 6
atentadoforjado 2
bebetraqueostomizada 2
diaplasiapulmonar 2
nanismo 2
jorginhomellogovsc 1
forcamilitar 3
naomexano 12
deussalveessanacao 6
fakedojanones 2
fakedopt 2
vceapropriafakenews 1
janonesmitomaniaco 3
pornogay 2
voceeapropriafakenews 1
teoriadaconspiração 41
fitnessgirl 11
gymgirl 11
shemale_top 11
lulaladraoefelipecuzao 1
jairderrotado 4
ludmilaboldomaluf 1
tarcísionele 2
cpidoradiolao 1
felipenetoidiota 4
elonmusktakestwitter 4
saopauloclamaportarcisio 2
superahadad 4
aquinãotarcísio 2
spmerecehaddad13 2
fueraboric 14
proscribiralpartidocomunistayfa 71
narciso 10
tãoperdedovoto 1
tarcisiosensacional 2
resistencia1666dias 18
enabsoluto 4
juntossomosmásfuertes 6
nandogabana 3
17taifas 1
manuelvalls 1
homemgeléia 1
electionbrasil2022 4
ocercotafechando 2
bandidodetogapreta 13
darthmoraesvader 13
eleiçãonotapetão 1
janonesmandatocassado 1
mauriciodesousa 1
22pelobemdobrasil 1
ministropg 3
todososministrosdejb 3
socialismoparavencerofacismo 3
economicdevelopment 7
uniãoéachave 1
pucsc 24
uemg 24
ufca 24
ufjf 24
ufla 24
ufop 24
ufsj 24
uft 24
sarscov2 1
pensándolobien 3
onixcaixa2 18
deustudovê 1
deuséjustiça 6
lulaperdeuaeleicao 5
asvezeséprecisochorar 4
fazbrilhar 12
marquinhos 12
superar 6
bolsonaroprofeta 3
efarsas 286
rsvotaonyx22 2
noespot 2
trilersencomú 2
ptnabahianuncamais 7
luladasilvaforpresident 10
salbador 9
piau 127
helpukraine 1
hatespeech 6
testemunhas 181
uemercosur 2
swingstate 2
barreiro 9
freidamião 5
padreciço 5
nossabandeiraeverdeeamarelo 2
cenizo 1
sanchezgafe 1
serpentelula 1
escándalos 1
leiteémoça 1
domingotachegando 4
arthuraguiar 2
influencerbrasil 3
twitternews 1
ajudetarcisioavoltarprorioaperte13 2
pestizidkonzerne 2
caldas 25
goianésia 25
gyn 25
itaguaru 25
itumbiara 25
jaraguago 25
novas 26
bozolóidismo 1
cacsdobrasil 1
surglobal 4
unipolar 1
sextacomtsunamisdv 72
libertadoresfem 23
mineiroe22 2
viravirou22 2
boycottrussia 1
policiaenconflictocolectivo 3
prohibidorendirse 3
semarlaskalatragedia 3
educacaçãoécomlula 11
adoooooooro 2
recebaaa 2
reeleitojb22 1
otd 7
lulaprobemdomundo 2
lulaprobemdopovo 2
aculpanaoedobolsonaro 2
wahl2022 15
obrasilestadandocerto 3
obrasilépotência 3
psicologamilitante 6
direitodotrabalhador 7
seguridadesocial 7
valorizarotrabalho 7
brasildigno 3
semarma 3
comidafamapoder 1
tchutchucapauloguedes 6
brasilnaoseravenezuela 196
bastadefarsas 2
2022eleicoes 3
guedesnaomexenomeusalario 7
lulabadindo 2
liftmeup 70
obrasilnaovotaemassassinonoenemcorrupo 1
verkiezingenbrazilie 1
obrasilnaovotaemassassinonememcorrupito 1
surpresa 2
votepovo 4
heated 1
crescimentobrasil 1
reducaodepensoes 1
elesimelesempre 1
sabedoriafelina 1
simonetebettraiara 1
jairmessiasbolsonaroprapresidentedobrasilvotebolsonaro22 7
29octubre 3
contrapetrohastaelfinal 3
marchanacionalcontrapetro 3
porcolombia_1 3
direitoaviver 2
novinha16y 7
vaiparaescola 3
juventudecearence 5
venezuelatierradepaz 86
sarahpatriota 2
radiolado 6
juventudepernambucana 4
nicolas_dm 4
dordecotovelohaddad 9
johnniewalker 2
keepwalkingbr 2
forafilhosdosatanas 3
estupronão 3
roubonão 3
dia30vote22e10 2
saopauloestacomtarcisio 2
gohometarcisio 9
vaiemboratarcisio 3
janonescaboeleitoraldobolsonaro 1
dorinaldomalafaia 13
transitlove2 3
chegademilicia 7
maisde100fuzisnovizinho 7
cfkparargentina23 1
lulapelobrazil22 1
laisladelastentaciones5 11
nomasconvencion 11
more4yearstojair 13
muskonaro 9
bolsonaroapoiapedófilo 1
voxextremanecesidad 2
pelascopas 1
perdeuhadad 1
sextando 1
jornaldoscanyons 29
maurorubem13 3
calaabocajanones 2
camisadeforçasjá 1
tarcisio10saopaulo 1
evangelismonaquebrada 5
compartilheamor 2
28oct 38
12balaschile 20
paronacional29deoctubreindefinido 20
pdg 20
bomsonaroreeleito 2
todossomosalegriayamor 1
diadaservidora 2
diadoservidor 3
ticktickboom 12
euapoioareeducaçãodoensinoplublico 1
porprofessoressemideoligia 1
stf_tse_justiça 9
votecominformação 9
ms28 2
somostodostarcisio 3
bolsodog 2
madsonhenriquevereador 4
foramentirosobozo 1
voltalula13presidente 1
janones22 28
andréjaponês 4
eleicoess 4
eleicoepe 4
pernambucoquerraquel 33
asfaltouoposte 2
juventudesergipana 4
melhorabrasil 2
anticorrupcao 2
chupetinhanaosecria 9
retratação 14
otrasnoticias 3
ilusaosuaprotecaonocomunismo 2
bolsomusk2022 1
bolsolões 1
tarcisioproximopresidente 3
cablecar 6
sugarloaf 6
sugarloafcablecar 6
dia30ébolsonaro22 8
foramanato 2
glóriaeterna 3
verasqueumfilhoteunaofogealuta 11
lulapresosim 2
campanhadetarcisioassassina 119
novayork 101
haddadxenofobico 9
obrigadodanones 4
canalhada 1
chupetinhadogenocida 1
souufpa 3
brasilacimadeusacimadetodos 2
pauloguedesrato 5
ninguémmexenosaláriodopovo 1
tarsiciogovernadorsp10 1
vote10tarcisiosp 1
chloroquine 2
vamobolsonaro 1
oreidasfakenews 1
enorme 2
lixeira 2
dxsale 3
yooshi 3
privatizaoescolas 1
abaixoapec32 13
diadofuncionariopublico 3
vidaejustica 1
comemorações 1
vote1⃣3️⃣ 8
ptdefendebandido 7
jan6th 14
lacrada 1
janonesébolsonaro22 1
