Label Appearances
vicedeciro 6
forabarba 2
descanseempazjosoares 1
voealtojo 1
abimde 3
lula13presidenteem2023 178
simonetebetéasolução 1
humcertobosta 55
impulguinacaoja 2
molão 2
ripjosoares 5
vamostodos 6
revisãodavidatodanãoéfavorédireito 1
freixogoverrnador 2
prefirociroeanapaula 71
vicedociro 424
renatofreitas 124
naovotepracn 1
votarnulonaoécrime 1
bemcomum 16
semprealerta 20
salarial 63
valorização 14
forabozos 1
itapetiningasp 1
transparencianacontagem 2
pcbcemanos 9
vergonhajanones 2
ciroeanapaulaporumbrasilmelhor 1
dia7 66
bolsonaronodebate 101
máscarasvaocair 4
missaoobservacaoeleitoral 1
anapaulamatos 83
eleitoresdobozo 14
globomatoujosoares 1
poesias 1
foraescorpiao 3
urnastransparentes 24
thesandman 209
engavetadorgeraldarepública 3
jadeucerto 7
épossível 77
sextoucomjeronimogovernador 1
chegadedireita 11
umnovotempo 5
chegadeesquerda 11
depheliobolsonaro 126
umnovobrasilcomecahoje 5
capitaocontraoladrão 3
chefedequadrilhadoamor 1
anapaula 68
dia2élula13 2
carlismonuncamais 26
jerolula13 70
capitaoeoterrordoladrao 1213
lulapaixãopelopovo 4
josoares11emeia 12
josoareslenda 12
jôsoares 16
missao 6
ciroeanapaula 38
mãospodres 3
assembleiadedeus 1132
augustonunes 104
marquezanjr 1
capitaoãocueca 3
segurançamáxima 2
todocuidadoepouco 3
vish 3
ocapitavaivenceroladrao 10
dianacionaldasaúde 21
caçadora 8
vamosseguirsimone 1
pedroivomandatocoletivo 1
tôcomneusa 1
impostoehroubo 4
arapiraca 16
mitooooo 6
anacoelho 10
marciomarinho 3
andresenador 15
anapaulamatosba 5
firabolsonaro 2
sextoucolula 2
soudefamiliaedeesquerda 2
jnchamamarcal 1
redeglobochamamarcal 1
soudefamiliasouesquerda 2
paulamatos 5
santateresa 11
baiana 27
bringalexhome 16
freeaiexsaab 7
votodemocráticoauditável 41
oportunizou 5
sabendo 3
juniordurski 5
madero 29
sindicalistascomlula 2
eunaotemociro 2
queremosbolsonaroate2026 11
prefirocirobrasil 1
prefirociroeana 11
souaprumado 1
betterdaysarecoming 2
cirem 1
betterdaysarecomingwithlula 1
foraalkimin 316
anapaulavice 64
conteudocristao 2
noticiasgospel 2
portalpadom 2
forahumbertocampos 2
damares 1113
luladracondenado 2
nãovãocalarciro 140
ocapitaoéoterrordoladrão 1
jair_miseria_para_pobres 49
jair_pobreza_acima_tudo 55
ocapitaoéterrordoladrão 1
vamosseguirmaragabrilli 1
somosumcomnarcal 2
juntoscommarcal 8
partidopolítico 9
uniaobrasiles 5
uniãobrasil44 5
bemvimdoandrejanones 1
vemquevemdelula13 1
antoniotertus 96
timelulape 4
vamosjuntospelobrasileporpernambuco 4
coletaseletivadelixo 2
dmlu 2
ucraina 51
foraaborto 10
foraassassinos 11
foracorrupção 78
criticized 6
importance 6
personality 15
ripjo 8
true 31
engflorestal 3
queremosfelipenojn 25
fazerocerto 7
neyleprevost 7
foramilitante 2
estádios 5
hospitais 249
prohibidoolvidar 14
cveleicoes 6
prefeituras_petistas 3
foraglobolixooo 1
impeachmentdearasurgente 1
juristas 21
vaipassarvergongaemcasa 1
bolsonaropresoem2023 6
lulaeleitopresidenteem2022 2
bandidobolsonaro 1
resumodaimprensa 39
vivaogordo 6
contrafake 85
peloestadodemocrático 4
pelofortalecimemtodosus 4
pormaisuniversidades 4
globolixoproducoes 2
corruptosnao 3
5agosto 1
austronauta 2
portodobrasil 11
vigor 6
jntremeuopalaciodocaitao 1
vainocapitaobonnerlevafraudadescartavel 1
novojornal 2
nãoterásegundoturno 1
forapaumandado 2
atropelo 4
ciro2digitos 1
globolixomentirosa 1
lula13_2022 1
dai 35
aha 1
i3ooora 2
marcalmeupresidente 2
bonnerdebatecommarcal 1
marcalmeucandidato 56
boatardebahia 2
vivalulapresidente 6
bancadadonovo 2
poitgovernador 475
ocapitão22 2
prafrentebrasil 95
bocadeveludobandido 2
euacreditonajusticamilitar 2
itapetininga 17
vempraitape 1
elisacosta 11
xandao_prepara_bote_jair 7
cadeosenado 5
crescesenado 1
maisrespeitocomosus 1
bosonaroeterrordolula 1
vemprarualul 2
cfkpresaya 19
gloriaadeus 14
podemosviversemlojasrenner 1
cidadadealertasp 1
gerp 7
bangu_aguarda_jair_lira_ciro 7
vladimirsafatle 2
sorayathronicke 968
conass 3
vaiproinferno 9
esperancar 5
forakgb 5
kgberg 5
kgbergonaro 5
kgbolsonaro 5
zuckgbergonaro 5
forabolsokgb 5
forabolsonarcisista 5
forabolsonarciso 5
forabolsonero 23
forakgbolsonaro 5
papagaio 2
anapaulavicepresidente12 4
bangu_aguarda_jair_lira 7
lulanapresidência 2
lulasempremais 1
lulapresidentenovamente 3
augusto_aras_fatura_agropecuaria 7
augusto_aras_lucra_com_agro 7
jair_lira_aras_lindora 7
chamaomarcal 518
chamaomarçal 21
pablomarcalpresidente 40
hospitaldausp 15
ofuturovemforte 5
solidariedadebr 2
tocomadelzira 25
prafazerumbrasilmelhor 1
capitaodopovoterrordopt 1
frentepopulardepe 2
vamode13 1
freealexsaabbrasil 2
bolsonaroapaixonado 1
nortedeminas 11
umminutook 18
diretodebrasíliajp 41
alertanacional 62
vocesfilhosdasputasnuncamais 5
prmetaverso 1
atencaoforcasarmadas 5
capitaoeoterrordoladrso 5
parabensenfermagem 2
acabouroubalheira 3
carmenbruxa 1
natáliarios 4
portodosecomvocê 5
desobidienciacivil 1
intervençãocivicomilitarnocnestf 20
stfvergonhanaciona 14
valealimentação 6
valerefeição 6
vr 26
candidatoagovernador 7
valmirnopl 1
mitovaiserreeleito 1
mulherescomciro 292
itacoatiara 175
governadorandersonferreira 2
hediondo 13
michellebolsonarobrilha 1
meuorgulhobolsonaro 3
capitaoeoterrordoladraõ 13
bombeiros 11
filho05 5
papai 5
problema 20
braçosfortes 2
nacorrentedobem 1
cidadaoarmado 7
minascombolsonaro 1959
minasconservadora 7
movimentocristaoconservador 31
precandidatadepuradafederal 7
proarma 7
nãotempraninguémengulamraça 1
lider 32
seram 28
bruxa 39
lulaladraorouboumeucoração 2
descondenadonãoéinocente 13
chamaopablomarcal 4
exemplo 24
sirva 12
pessoal 19
masrcospontesnosenado 2
compras 27
ninho 20
perguntas 22
manipula 81
tv 449
ataca 84
damaressim 1
extremaesquerdaburra 1
jornalnacionalchamaomarçal 1
stfjuizescorruptos 54
fascistaéamãe 3
bolsonaroheroidobrasil 143
analise 26
stfnacadeia 30
somosmais70poporcento 1
ygorfechadocomlula 3
brasillaico 6
lulaobrasiltedetesta 1
fimdareeleiçaopolitica 1
alemaodoconselho 3
itaim 7
cpc 3
jeancharest 2
capitaodopovovaivencerdeno 2
ninguemteconhecedanone 1
fortaleceu 4
helder 22
mercadofinanceirojp 154
lulaeoptoamorvencerá 845
gazelasaltitante 52
sstf 479
safsim 8
genocidamiliciano 10
augustoarassafado 2
asfarc 14
cpidoptlulapcc 14
lulacarjal 14
socialismoéopressão 14
pablomarcal2023 1
dia7asruasseraodopovo 3
asvéiadadireitapira 1
vivaaocomunismo 1
qualagracasemmarcal 1
lulaeoptoamorvencera 5098
padrejuliolancellote 1
chamapablomarcal 2
agoraeciroeana 2
asurnassaoviolaveis 5
ciroeanapaula2022 8
07desetembro 71
capitaoéoterrordoladrao 42
jo 4
umbeijodogordo 6
stfquerdargolpe 4
cofre 1
vencerdenovo 3
impeachmentdoaras 2
senadormarceloalvaroantonio 1
senadorparacelclaudia 1
gerandotalentos2022 2
gospelplanet 2
lulameenchedeorgulho 1
conosco 3
naonoscalarão 3
contarato13es 1
democratas 52
governadorescomlula 2
readyforrishi 5
bastadelawfare 26
lucianinotienepruebas 53
todossomoscristina 35
sylviogouvea 3
derreteglobolixo 109
jnentrevista 10
inteligenciaartificial 17
williambonner 268
caciqueurutal 5
eleiçãodolula 5
lucinhamst 5
terraindígenafica 5
lulapresidentept 26
lulapt 397
amorsóseforparamichelebolsonaro 3
nemroubando 3
paixãoésóadecristo 3
jornalna 2
tojuntocomelmano 4
vaijanones 7
randolfenacadeia 15
aniversario 76
niverlula 37
somosestrelas 1
boratrabalhar 2
heldercáelulalá 1
pastorjoelserra 1
colalankalil 1
vamosjuntosporsãopaulo 31
juventudesocialistapdt 10
empreiteiras 2
basilechristo 3
juntoscombasile 23
sergipedaesperança 2
otavio_bunalves 3
alexandreotirano 1
7deagosto 1
aposentaos3 2
brasildeamor 2
obrasilfeitodepovo 2
obrasilplural 2
naotemmaisvolta 3
boibumba 2
bumbameuboi 2
ministroscontraopovo 1
pauloguedeséfantástico 1
confiamosnasforçasarmadas 2
galvillasbôasexcelentecmtdoexércitobrasileiro 2
foraromário 8
amigodemiliciano 1
andrécecilianonemfodendo 1
bolsonarogenocidaemiliciano 2
acelerasp 2
capitaovaivencerdoladrao 14
xandãotádeolho 1
lulaeoptdopcc 1
bolsonarooterrordoscomunistas 1
esquerdalhassãopsicopatasdiabólicosperigosos 2
forcaomar 1
forcarenan 3
marcalficoudoido 1
pablociolo 1
2deoutubromandeoptpracubaqueospariu 1
jair_vai_pra_cadeia 6
xandaooo_nega_pedido_aras_lindora 6
equador 85
lulaeopttoamorvencerá 1
luluaeoptoamorvencera 1
chegadedemocraciafake 1
pelofimdoquocienteeleitoral 1
ptorganizacaocriminosaptccstf 6
stfc 29
niggafartpenis 1
discordar 5
banguuuu_jair 4
cadeia_aras_cadeia_lindora 4
xandao_passou_fumo_aras_lindora 4
xandaoo_dará_bote_hora_certa 4
sdn 5
nuncaserao 31
cirana 496
cuidou 14
lulacorrupcaomensalao 15
ptgoias 24
ptnovogama 4
contraaditaduradatoga 1
jair_matou_680_mil_pessoas 6
tic_tac 11
xandao_mpf_prendem_assassino_marielle 11
xandaoo_fumo_aras_lindora 11
velhapolitica 2
governaliamo 4
brasil_triste_pelo_incrivel_jo_soares 1
jo_soares_absolutamente_incrivel 1
euvototebet 2
maracabrilli 2
totd 2
convençãoestadualdopdt 1
bayerndemunique 11
germania 42
volkswagen 16
cirodaltônico 1
petistascommedodo 1
fechadoscombolsonaroaté2026 20
votonulojamais 1
apoioaostf 1
nesse 41
quanto 12
lula71 7
aldeiamarakanã 1
rodrigoamorimlixohumano 1
clasemedia 3
bombardeioatômico 5
civis 33
crueldade 7
desumano 33
hiroshima 34
anavicedociro 4
familíciaequadrilhanacadeia 4
forainominavel 421
togaquistão 1
eumercosur 16
waldbrand 6
souafavordasurnaseletronicas 1
vivaademocraciaporelamorrerei 1
laurinhabolsinaro2050 1
santos 616
agoraéciropresidente 1
marcospontessenador22 5
lulareconstruirobrasil 2
tsepi 1
wakeupcall 2
stfezquerdista 2
eduardocunhaemspnão 1
extremeweather 4
candidaturasavulsas 20
rosangelamorodepfed 7
droite 21
népotisme 11
genocidadoplanalto 2
bolsonaropresohoje 1
pablomarçalpresidente 260
forcacapitao 5
casablanca 9
nostradamus 7
profecías 224
rayos 7
stfcc 9
truenews 9
frente 22
julho 6
levantamento 6
realizado 6
efermagem 1
bonner 1636
aberrações 266
lulacâncer 186
marginais 272
psolcancer 186
bullying 16
xenofobia 345
pegoupressao 18
assaltante 13
fiz45 4
niver 16
clarissagarotinho 8
erinaldopeixoto 8
politicasemrodeios 8
familiciabolsonaro 90
grupoth 1
ribeiraopreto 233
lulalaejeronimoca 3
independenceday 100
vereadorrenatofreitas 2
elisreginapsc20 2
elisreginapsc2002 2
cabotagem 2
fertilizante 4
matopiba 2
joãoroma 158
coperj 3
metaversobrasil 15
fechadocommarçal 4
ocapitaoeoterrordoladrao 241
vamosvencer13depontaaponta 2
bolsovac 1
játivemosumtitirica 1
cominismonao 1
kansas 6
cavando 22
cova 25
deram 33
propia 22
querendo 458
tentassem 22
hi 37
capitaoterrordoluladrao 59
jeunessearena 5
ativismopolitico 2
cortepolitica 2
fascistasgolpistasnaopassarao 12
fomenuncamais 8
venceremos 228
stopthegreenagenda 6
beneficio 13
claraant 5
lugarescomunes 1
samanthabrambilla 4
deusébrasileiro 8
nulono2oturno 1
bemvindoasalvador 3
essaculpaeuñcarrego 2
bolsonaroidiota 2
contabilidadedigital 4
contadormarcelolisboa 4
irpf 4
mlrconsultoria 4
tabeladoimpostoderenda 4
camapanhaeleitoral 5
andersonferreira 238
izabelurquiza 4
mudarpe 28
otrabalhofazadiferença 28
brtv 8
rstv 86
vicedobrasil 1
duvido 17
viaestadao 1
desmascarando 13
foralulaforamessias 2
lfd 3
lulaetse 3
tseelula 3
lula100porcentoladrao 1
lulapatético 2
databosta 7
forabolsonarovagabundodasamericas 3
lula13presidenteprimeiroturno 174
felipenojn 144
novodeverdadesotemum 2
valeaesperança 11
tsunami 25
formosago 5
eleitorparanaense 2
felipepreaidente 1
bolsonaroignóbil 2
empresários 51
nenhumdos2em2022 4
prosperidadeeconômica 3
lulapaidapobreza 1
lulaxupimdopobre 1
terradospésjuntos 10
cidadãos 3
milhões 141
escuteamãe 41
lulaliderdoptdopcc 1
lulaomaiorladraodobrasil 5
milicianobolsonarista 3
ocapitãoéoterrordoladrão 7
copacabanalotadacombolsonaro 3
bobjeffnacadeia 109
dallagnolnacadeia 115
queiroznacadeia 5
sallesnacadeia 66
lulacarniçavergonhanordestina 1
lula13presidente22 1
papodeesquerdas 4
tsetemlado 6
petv 166
rotv 3
rrtv 10
magalunão 2
rennernão 2
biakicisdeputada 1
acaboupt 5
misericórdia 19
edcasa 2
mocfechadocombolsonaro 1
obrasilqueprefiro 7
foramolon 13
bostantino 1
mangabeiraunger 1
carlaayres 2
lesbicasnapolitica 2
barrosãonacadeia 2
imoraesnacadeia 3
lulaladrãovoltapracadeia 2
vemprotimedadani 2
janones171 4
seuestadual 3
timedocoronel 3
tocomocoronel 3
nuvemdepalavras 2
lulaforpresident 34
bricomiles1x10 17
quesesepa 1
venezuelalibre 64
temqueseresquerdadecaboarabo 18
elassim2022 1
ceciliano131 9
cadêopablomarcal 1
poderdats 1
fuemafia 2
nofuemagia 1
coletivoekoa 2
13em1 5
candidaturacoletiva 8
direitoacultura 5
povodacultura 9
tôcomgeneral 2
apagónalgrupoamerica 3
cristinapresa 65
ladrogahacedaño 3
apoiadores 114
capitaoeoterrordoladrao0 4
android13 8
lulamosluco 2
marcoscaseirodeputest13 5
telmadesouzadeputfed13 5
bolsonaroemrecife 21
marcalnodebatedaglobo 1
ciroeana12 114
patriadaespetanca 3
07setembro200 1
osmanumeu 1
dia7desetembro 1
nãovamosdesistirdopiauí 1
beijodogordo 2
valeujô 2
eudefendofichalimpa 2
euquerolulanacadeia 5
maisexcedentesnocfp 2
zégogitinha 1
cirogomeséaúnicavia 4
capitaoterrordolulaladrao 3
sandraavilabeltran 2
governadoradetodos 17
governadorraiz 103
magistério 2
arti142 2
forastfgabinetedocrime 2
chegadeladraonocomandodanacao 1
comunistasnaopassarao 25
sorrireserfelizcombolsonaro22 3
vivaonordestinoquenãoserámaissubjugado 2
forabolsonarojá 142
caravanadeitapematmj 1
parabénsqueridos 1
oladraododinheirodopovoquerroubardenovo 1
faltam148dias 1
tictacticatictac 1
bolsonaromelhorprdahistoriadobr 3
criptomoeda 31
unidadepopularpelosocialismo 26
magnosubservientedomal 1
forçalula 12
impeachmentdobarroso 7
bolsonaropresidiário2023 11
deuspariafamilia 1
tribunaldecontssrj 1
nãoqueromeuvotofilmado 2
setedesetembrogigante 15
socialistas 115
recifecombolsonaro 9
anarcoquadrilhapetistaseraderrotada 1
foraativistasdetoga 1
helenonaalepe 2
vota22bolsonaro 1
saidesgraça 2
xô 2
cryptolegions 1
cloroquiners 6
cfm 30
dreamteambrasil 1
xôbolsonaro 6
lulaescoria 2
lulanacadeiadenovo 2
fichassujasnão 1
mpeleitoral 3
caguei 11
vcnao 16
guardiaodaconstituicao 1
díanacionaldelasalud 7
jeronimogovernadorba 14
foradoria 1477
rodrigogarciarevogueconfisco 38
deputadossp 610
lulaeoptbonstempos 6
assis 3
morobandido 65
morosafado 1
periodismoquedalacara 10
apoie 3
abaixaaditadurademocratica 1
separatismolibertario 1
bolsoaroreeleitonoprimeiroturno2022 1
fechadocombolsonaropr 3
carmem 1
euromoneyawardsforexcellence 1
povofascista 4
andredorapnarcotraficante 10
guardiões 14
helderbarbalhos 10
jaderbarbalhos 10
vces 10
zumbis 17
zédirceu 10
amorpaz 2
meusvotospara2022 2
tarcísiodefreitasgovernadorsp2022 2
chinobyl 2
dicadogaulia 2
leituraboa 2
bolasonaronacadeia 1
7desetembronósvamos 1
tarcisionaband 134
aceitaousurta 4
brasildaesperançaeamor 6
lulavaisernoprimeiroturno13 6
reelegerbolsonaropresidente 4
13milhoes 461
jair_odio_nojo_pobres 35
lembre 38
womensrights 7
voupegaressedindimvotar13 4
voupegaressedindimvouvotarlula 4
gestapo 13
nãoésobrearmasésobreliberdade 4
mulabuncamais 1
interiordesãopaulo 6
litoralnorte 6
litoralsul 6
valedoparaiba 27
valedoribeira 6
eçanão 2
privatizapetrobrás 10
uolixo 60
agenciapsd 3
huncertobosta 12
romeuzemagovernador 1
onyxgovernador2022 170
sacou 3
suspeitosocultarcorposbrunodom 3
milicrentesnão 2
mortandelaturbinada 2
lulaealckmimamigosdobrasil 4
lulaeoptjovenscomfuturo 12
renovaçãodocongressonacional 3
lulanacadeianovamente 5
haddadnobalancogeral 4
tiemblaelcomunismo 5
baby 11
ballpython 10
breeding 10
lareptiles 10
livingart 10
livingartreptile 10
livingartreptiles 10
pythonregius 10
reptile 10
royalpython 10
snake 17
democraciaemrisco 149
povoarmadojamaisseráescravizado 1
foraongsforaongs 1
povodorio 4
procuradoriadarepública 1
impeachmentalexandedemoraes 4
bolsonarovaiperderaseleições 58
santacatarinaunida 2
cortedeverbas 3
deverdaesperanca 20
pelobemdobrasi 1
candidaturapopular 3
terradagaroa 7
mellaosenador 4
gaza 70
palestina 1681
freixogovrj 1
molonsenadorj 1
jspdt 18
nemrogerionemmitidieri 1
cariocando 7
carioquissimo 7
presidentedopovo 11
presidenteparaopovo 2
orgulhodobrasil 75
capirotonacadeia 6
lulaninguemtesuportamais 1
vaiserbolsonarodenovoé22 12
nopimeiroturno 1
naovoteemromario 2
bolsofolia 1
lulunático 3
lulanaoeinocente 1970
mulheresdevermelho 2
esquerdafascista 9
golpeélulacandidato 4
lulaealckminesperançadobrasil 1
acre50em8 1
ptepsolepuxadinhosnuncamais 1
chiliquentovsgabundo 1
inutilnaro 1
somostdslavajato 1
57dias 2
fazolnasredes 1
gotaserena 19
homofobico 57
homossexual 11
7desetembroflopou 1
damaressenadoradf 4
valerioarcary 1
fascistaaquinao 31
jornalistagustavoferreira 7
educarépreciso 8
deusboceuebolsonaronaterraemromarias 1
dramayra 2
tropadomatheus 2
boanoitejn 20
foigolpesim 2
quemapoiaolulaapoiaocrime 2
deciolimagovernador 20
ptcriciuma 4
ptsantacatarina 4
janonesfanfarrao 3
damaresmentirosa 8546
postagemdenunciada 1
brasilacimadetudodeusacimade 1
merendeiroalckimin 1
lulaechuchu 16
lulafhc 1
alominas 1
forajanone 5
artistasdaleirouanet 9
bolianos 9
chilenos 50
comunosocialismonunca 9
comunosocialistas 9
venezuelanos 18
votem 24
bhconbolsonaro 4
minasgeraiscombolsonaro 639
datapovosempre 5
pesquicasnaoacredi5o 5
bolsonarodopovo22 2
asiacup2022 24
metamask 24
parissaintgermain 25
quemgostadebandidoébandido 5
alonordeste 2
cosmonauta 4
medalha 9
dia7destembro 5
geraldoalckminvergonhadobrasil 5
molusconacadeia 21
gofluxo 12
premierleaguenaespn 29
luladevoltaprajaula 1
vvolta 6
lulaavitóriadoamor 5
feminismosim 3
fogão 3
louça 3
oce 36
fuerzacuba 225
matanzas 58
destrui 42
tiktokersnovozes 17
nossolíderébolsonaro 4
édearrepiar 4
antifascist 27
bbnaijajohnniewalker 18
doggy 264
foraja 14
psvemm 13
bolsonaronoprimeroturno 1
bloktopia 6
decentreland 6
ertha 6
sandbox 8
senhor 55
geraldoalckminumavergonha 2
contodovigário 3
pontagrossa 47
xandaocumplicedeladrao 1
cocacola 16
bolsonarolevaaguapronordeste 73
mashiah 12
mestre 29
yeshua 13
messias 350
vivaluisinacioluladasilva 1
dia07serágigante 3
dimaministra 1
dálhebolsonaro 1
iurúúu 1
amorvenceuoódio 3
13brasil 3
bancadaforte 1
gtaonline 15
preymovie 25
bolsonaroelulanuncamais 4
reducaodoirrf25 1
sosturismo 1
lulahoje 36
lulaontem 5
ladraodemerendas 2
midjourney 10
midjourneyai 9
destravardanaçao 2
capitãcloroquina 8
medicamentossemeficácia 3
pinheiro 8
sousimonenestaeleição 1
médica 45
remédiosineficazes 5
beautytukura𓃵 11
inglaterra 66
spain 2053
ldeladräo 1
rosa 9
puroamor 1
misiles 5
pacífico 15
