POS|TG|POL:N0|POL:N1
odioso|Adj|HUM:N0|-1|NaN
ofegante|Adj|HUM:N0|-1|NaN
ofender|V|HUM:N0:N1|-1|0
ofendido|Adj|HUM:N0|-1|NaN
ofensa|N|HUM:N0|-1|NaN
ofensivo|Adj|HUM:N0|-1|NaN
oferecido|Adj|HUM:N0|-1|NaN
ofuscado|Adj|HUM:N0|-1|NaN
ofuscar|V|HUM:N0:N1|1|-1
oleoso|Adj|HUM:N0|-1|NaN
olhar nos olhos|IDIOM|HUM:N0|1|NaN
olheirento|Adj|HUM:N0|-1|NaN
oligofrenia|N|HUM:N0|-1|NaN
oligofrénico|Adj|HUM:N0|-1|NaN
omisso|Adj|HUM:N0|-1|NaN
omitido|Adj|HUM:N0|-1|NaN
omitir|V|HUM:N0:N1|-1|0
omnipotente|Adj|HUM:N0|1|NaN
omnipresente|Adj|HUM:N0|1|NaN
omnisciente|Adj|HUM:N0|1|NaN
ondulante|Adj|HUM:N0|-1|NaN
onerado|Adj|HUM:N0|-1|NaN
onzeneiro|Adj|HUM:N0|-1|NaN
opaco|Adj|HUM:N0|-1|NaN
operante|Adj|HUM:N0|1|NaN
operoso|Adj|HUM:N0|1|NaN
opinante|Adj|HUM:N0|0|NaN
opinativo|Adj|HUM:N0|0|NaN
opiniático|Adj|HUM:N0|-1|NaN
opiomania|N|HUM:N0|-1|NaN
opiómano|Adj|HUM:N0|-1|NaN
opíparo|Adj|HUM:N0|1|NaN
oponente|Adj|HUM:N0|-1|NaN
oportunismo|N|HUM:N0|-1|NaN
oportunista|Adj|HUM:N0|-1|NaN
oportuno|Adj|HUM:N0|1|NaN
oposicionista|Adj|HUM:N0|0|NaN
opressão|N|HUM:N0|-1|NaN
opressivo|Adj|HUM:N0|-1|NaN
opresso|Adj|HUM:N0|-1|NaN
opressor|Adj|HUM:N0|-1|NaN
oprimente|Adj|HUM:N0|-1|NaN
oprimido|Adj|HUM:N0|-1|NaN
oprimir|V|HUM:N0:N1|1|-1
optimismo|N|HUM:N0|1|NaN
optimista|Adj|HUM:N0|1|NaN
óptimo|Adj|HUM:N0|1|NaN
opulento|Adj|HUM:N0|-1|NaN
ordeiro|Adj|HUM:N0|1|NaN
ordenado|Adj|HUM:N0|1|NaN
ordinarice|N|HUM:N0|-1|NaN
ordinário|Adj|HUM:N0|-1|NaN
orelhudo|Adj|HUM:N0|-1|NaN
órfão|Adj|HUM:N0|-1|NaN
organizado|Adj|HUM:N0|1|NaN
orgulhoso|Adj|HUM:N0|-1|NaN
orientador|Adj|HUM:N0|0|NaN
original|Adj|HUM:N0|1|NaN
originalidade|N|HUM:N0|1|NaN
ornado|Adj|HUM:N0|0|NaN
ortodoxo|Adj|HUM:N0|0|NaN
ossudo|Adj|HUM:N0|-1|NaN
ostensão|N|HUM:N0|-1|NaN
ostensivo|Adj|HUM:N0|-1|NaN
ostentação|N|HUM:N0|-1|NaN
ostentativo|Adj|HUM:N0|-1|NaN
ostentoso|Adj|HUM:N0|-1|NaN
otimismo|N|HUM:N0|1|NaN
otimista|Adj|HUM:N0|1|NaN
ótimo|Adj|HUM:N0|1|NaN
ousado|Adj|HUM:N0|0|NaN
ouvido|Adj|HUM:N0|0|NaN
ouvir das boas|IDIOM|HUM:N0|-1|NaN
ouvir poucas mas boas|IDIOM|HUM:N0|-1|NaN
pacato|Adj|HUM:N0|1|NaN
pachorrento|Adj|HUM:N0|0|NaN
paciente|Adj|HUM:N0|1|NaN
pacificação|N|HUM:N0|1|NaN
pacificador|Adj|HUM:N0|1|NaN
pacificidade|N|HUM:N0|1|NaN
pacífico|Adj|HUM:N0|1|NaN
pacovice|N|HUM:N0|-1|NaN
pacóvio|Adj|HUM:N0|-1|NaN
padecedor|Adj|HUM:N0|-1|NaN
padecente|Adj|HUM:N0|-1|NaN
pagão|Adj|HUM:N0|0|NaN
pagar caro|IDIOM|HUM:N0|-1|NaN
pagar favores a|IDIOM|HUM:N0:N1|-1|0
pagar um favor a|IDIOM|HUM:N0:N1|-1|0
pagodeiro|Adj|HUM:N0|0|NaN
paixão|N|HUM:N0|1|NaN
palaciano|Adj|HUM:N0|0|NaN
paladino|Adj|HUM:N0|0|NaN
palavroso|Adj|HUM:N0|-1|NaN
paleio|N|HUM:N0|-1|NaN
palerma|Adj|HUM:N0|-1|NaN
palermice|N|HUM:N0|-1|NaN
palhaço|Adj|HUM:N0|-1|NaN
palidez|N|HUM:N0|-1|NaN
pálido|Adj|HUM:N0|-1|NaN
palpitante|Adj|HUM:N0|0|NaN
palrador|Adj|HUM:N0|0|NaN
palreiro|Adj|HUM:N0|0|NaN
panal|Adj|HUM:N0|-1|NaN
panasca|Adj|HUM:N0|-1|NaN
pancadaria|N|HUM:N0|-1|NaN
pançudo|Adj|HUM:N0|-1|NaN
pândego|Adj|HUM:N0|0|NaN
panegírico|Adj|HUM:N0|0|NaN
panema|Adj|HUM:N0|-1|NaN
pantafaçudo|Adj|HUM:N0|-1|NaN
pântano|N|HUM:N0|-1|NaN
pantemineiro|Adj|HUM:N0|-1|NaN
papaguear|V|HUM:N0|-1|NaN
papalvo|Adj|HUM:N0|-1|NaN
papão|Adj|HUM:N0|-1|NaN
papista|Adj|HUM:N0|-1|NaN
paradigmático|Adj|HUM:N0|0|NaN
parado|Adj|HUM:N0|-1|NaN
paradoxal|Adj|HUM:N0|-1|NaN
paradoxo|Adj|HUM:N0|-1|NaN
paralisado|Adj|HUM:N0|-1|NaN
paralisar|V|HUM:N0:N1|1|-1
paralítico|Adj|HUM:N0|-1|NaN
paranóia|N|HUM:N0|-1|NaN
paranóico|Adj|HUM:N0|-1|NaN
parasita|Adj|HUM:N0|-1|NaN
parasito|Adj|HUM:N0|-1|NaN
parcimónia|N|HUM:N0|1|NaN
parcimonioso|Adj|HUM:N0|1|NaN
parco|Adj|HUM:N0|1|NaN
parido|Adj|HUM:N0|-1|NaN
parolice|N|HUM:N0|-1|NaN
parolo|Adj|HUM:N0|-1|NaN
parracho|Adj|HUM:N0|-1|NaN
parrudo|Adj|HUM:N0|-1|NaN
participativo|Adj|HUM:N0|1|NaN
partidarista|Adj|HUM:N0|-1|NaN
partido|Adj|HUM:N0|-1|NaN
partir o coração a|IDIOM|HUM:N0:N1|-1|0
parvalhão|Adj|HUM:N0|-1|NaN
parvo|Adj|HUM:N0|-1|NaN
parvoíce|N|HUM:N0|-1|NaN
parvónio|Adj|HUM:N0|-1|NaN
pascácio|Adj|HUM:N0|-1|NaN
pasmado|Adj|HUM:N0|-1|NaN
paspalhão|Adj|HUM:N0|-1|NaN
paspalho|Adj|HUM:N0|-1|NaN
passadista|Adj|HUM:N0|-1|NaN
passado|Adj|HUM:N0|-1|NaN
passar a batata quente a|IDIOM|HUM:N0:N1|-1|0
passar à frente a|IDIOM|HUM:N0:N1|1|-1
passar à história|IDIOM|HUM:N0|-1|NaN
passar a perna a|IDIOM|HUM:N0:N1|-1|0
passar cheques em branco|IDIOM|HUM:N0|-1|NaN
passar desta para melhor|IDIOM|HUM:N0|-1|NaN
passar dos limites|IDIOM|HUM:N0|-1|NaN
passar fome|IDIOM|HUM:N0|-1|NaN
passar por dificuldades|IDIOM|HUM:N0|-1|NaN
passável|Adj|HUM:N0|1|NaN
passeador|Adj|HUM:N0|0|NaN
passeante|Adj|HUM:N0|0|NaN
passeiro|Adj|HUM:N0|-1|NaN
passivo|Adj|HUM:N0|-1|NaN
pastel|Adj|HUM:N0|1|NaN
pastelão|Adj|HUM:N0|-1|NaN
pastrano|Adj|HUM:N0|-1|NaN
pataqueiro|Adj|HUM:N0|-1|NaN
patarata|Adj|HUM:N0|-1|NaN
patau|Adj|HUM:N0|-1|NaN
patego|Adj|HUM:N0|-1|NaN
paternal|Adj|HUM:N0|1|NaN
paternalista|Adj|HUM:N0|0|NaN
pateta|Adj|HUM:N0|-1|NaN
patetice|N|HUM:N0|-1|NaN
patético|Adj|HUM:N0|-1|NaN
patibular|Adj|HUM:N0|-1|NaN
patifaria|N|HUM:N0|-1|NaN
patife|Adj|HUM:N0|-1|NaN
patinar|V|HUM:N0|-1|NaN
patola|Adj|HUM:N0|-1|NaN
patriarcal|Adj|HUM:N0|1|NaN
patriota|Adj|HUM:N0|1|NaN
patrioteiro|Adj|HUM:N0|-1|NaN
patriótico|Adj|HUM:N0|1|NaN
patudo|Adj|HUM:N0|-1|NaN
patusco|Adj|HUM:N0|-1|NaN
pau de cabeleira|N|HUM:N0|-1|NaN
pavonear-se|V|HUM:N0|-1|NaN
pavor|N|HUM:N0|-1|NaN
pavoroso|Adj|HUM:N0|-1|NaN
pecado|N|HUM:N0|-1|NaN
pecador|Adj|HUM:N0|-1|NaN
pecar|V|HUM:N0|-1|NaN
pechoso|Adj|HUM:N0|-1|NaN
peco|Adj|HUM:N0|-1|NaN
peculiar|Adj|HUM:N0|0|NaN
pedante|Adj|HUM:N0|-1|NaN
pedantice|N|HUM:N0|-1|NaN
pedantismo|N|HUM:N0|-1|NaN
pedestre|Adj|HUM:N0|0|NaN
pedinte|Adj|HUM:N0|-1|NaN
pedrado|Adj|HUM:N0|-1|NaN
pegajoso|Adj|HUM:N0|-1|NaN
peganhento|Adj|HUM:N0|-1|NaN
peguilhento|Adj|HUM:N0|-1|NaN
peitado|Adj|HUM:N0|-1|NaN
peitudo|Adj|HUM:N0|0|NaN
pelado|Adj|HUM:N0|0|NaN
pelintra|Adj|HUM:N0|-1|NaN
peludo|Adj|HUM:N0|0|NaN
penalizado|Adj|HUM:N0|-1|NaN
penalizar|V|HUM:N0:N1|0|-1
pencudo|Adj|HUM:N0|-1|NaN
pendurado|Adj|HUM:N0|-1|NaN
pendurar as botas|IDIOM|HUM:N0|-1|NaN
peneirento|Adj|HUM:N0|-1|NaN
penetra|Adj|HUM:N0|-1|NaN
penetrante|Adj|HUM:N0|1|NaN
penitenciar-se|V|HUM:N0|-1|NaN
penitente|Adj|HUM:N0|0|NaN
penoso|Adj|HUM:N0|-1|NaN
pensador|Adj|HUM:N0|0|NaN
pensativo|Adj|HUM:N0|0|NaN
pequenez|N|HUM:N0|-1|NaN
perceptível|Adj|HUM:N0|1|NaN
perceptivo|Adj|HUM:N0|1|NaN
percetível|Adj|HUM:N0|1|NaN
percetivo|Adj|HUM:N0|1|NaN
perdedor|Adj|HUM:N0|-1|NaN
perder a cabeça|IDIOM|HUM:N0|-1|NaN
perder a compostura|IDIOM|HUM:N0|-1|NaN
perder a postura|IDIOM|HUM:N0|-1|NaN
perder a razão|IDIOM|HUM:N0|-1|NaN
perder as estribeiras|IDIOM|HUM:N0|-1|NaN
perder o juízo|IDIOM|HUM:N0|-1|NaN
perder o norte|IDIOM|HUM:N0|-1|NaN
perder o pio|IDIOM|HUM:N0|-1|NaN
perder os sentidos|IDIOM|HUM:N0|-1|NaN
perder terreno|IDIOM|HUM:N0|-1|NaN
perder|V|HUM:N0:N1|-1|0
perdido|Adj|HUM:N0|-1|NaN
perdoado|Adj|HUM:N0|0|NaN
perdoador|Adj|HUM:N0|0|NaN
perdoável|Adj|HUM:N0|0|NaN
perdulário|Adj|HUM:N0|-1|NaN
perecedor|Adj|HUM:N0|-1|NaN
perecível|Adj|HUM:N0|-1|NaN
peregrino|Adj|HUM:N0|1|NaN
peremptório|Adj|HUM:N0|1|NaN
perentório|Adj|HUM:N0|1|NaN
perfeição|N|HUM:N0|1|NaN
perfeito|Adj|HUM:N0|1|NaN
perfídia|N|HUM:N0|-1|NaN
pérfido|Adj|HUM:N0|-1|NaN
perfumado|Adj|HUM:N0|1|NaN
perguntador|Adj|HUM:N0|0|NaN
perigo|N|HUM:N0|-1|NaN
perigosidade|N|HUM:N0|-1|NaN
perigoso|Adj|HUM:N0|-1|NaN
perito|Adj|HUM:N0|1|NaN
permanente|Adj|HUM:N0|0|NaN
permissivo|Adj|HUM:N0|-1|NaN
perneta|Adj|HUM:N0|-1|NaN
pernicioso|Adj|HUM:N0|-1|NaN
pernóstico|Adj|HUM:N0|-1|NaN
perplexo|Adj|HUM:N0|-1|NaN
perro|Adj|HUM:N0|-1|NaN
perscrutador|Adj|HUM:N0|0|NaN
perseguir|V|HUM:N0:N1|-1|0
perseverança|N|HUM:N0|1|NaN
perseverante|Adj|HUM:N0|1|NaN
persistente|Adj|HUM:N0|1|NaN
perspicácia|N|HUM:N0|1|NaN
perspicaz|Adj|HUM:N0|1|NaN
perspicuidade|N|HUM:N0|1|NaN
perspícuo|Adj|HUM:N0|1|NaN
persuadido|Adj|HUM:N0|-1|NaN
persuasivo|Adj|HUM:N0|1|NaN
persuasor|Adj|HUM:N0|0|NaN
persuasório|Adj|HUM:N0|0|NaN
pertinácia|N|HUM:N0|-1|NaN
pertinaz|Adj|HUM:N0|-1|NaN
pertinência|N|HUM:N0|1|NaN
pertinente|Adj|HUM:N0|1|NaN
perturbação|N|HUM:N0|-1|NaN
perturbações de carácter|N|HUM:N0|-1|NaN
perturbações de caráter|N|HUM:N0|-1|NaN
perturbado|Adj|HUM:N0|-1|NaN
perturbador|Adj|HUM:N0|-1|NaN
perturbante|Adj|HUM:N0|-1|NaN
perturbar|V|HUM:N0:N1|1|-1
perversidade|N|HUM:N0|-1|NaN
perverso|Adj|HUM:N0|-1|NaN
pervertedor|Adj|HUM:N0|-1|NaN
perverter|V|HUM:N0:N1|-1|-1
pervertidade|N|HUM:N0|-1|NaN
pervertido|Adj|HUM:N0|-1|NaN
pesadão|Adj|HUM:N0|-1|NaN
pesaroso|Adj|HUM:N0|-1|NaN
pesporrência|N|HUM:N0|-1|NaN
pesporrente|Adj|HUM:N0|-1|NaN
pessimismo|N|HUM:N0|-1|NaN
pessimista|Adj|HUM:N0|-1|NaN
péssimo|Adj|HUM:N0|-1|NaN
pestanejante|Adj|HUM:N0|0|NaN
pétreo|Adj|HUM:N0|-1|NaN
petrificado|Adj|HUM:N0|-1|NaN
petrificante|Adj|HUM:N0|-1|NaN
petulância|N|HUM:N0|-1|NaN
petulante|Adj|HUM:N0|-1|NaN
piada|N|HUM:N0|-1|NaN
picado|Adj|HUM:N0|-1|NaN
picante|Adj|HUM:N0|-1|NaN
picareta falante|N|HUM:N0|-1|NaN
pícaro|Adj|HUM:N0|-1|NaN
picuinhas|Adj|HUM:N0|-1|NaN
piedoso|Adj|HUM:N0|1|NaN
piegas|Adj|HUM:N0|-1|NaN
pieguice|N|HUM:N0|-1|NaN
pífio|Adj|HUM:N0|-1|NaN
pigmeu|Adj|HUM:N0|-1|NaN
pimpão|Adj|HUM:N0|-1|NaN
pindérico|Adj|HUM:N0|-1|NaN
pinguço|Adj|HUM:N0|-1|NaN
pinoca|Adj|HUM:N0|-1|NaN
pintalegrete|Adj|HUM:N0|-1|NaN
piolhoso|Adj|HUM:N0|-1|NaN
pior|Adj|HUM:N0|-1|NaN
piorar|V|HUM:N0|-1|NaN
pipi|Adj|HUM:N0|-1|NaN
piração|N|HUM:N0|-1|NaN
pirado|Adj|HUM:N0|-1|NaN
piranga|Adj|HUM:N0|-1|NaN
pirangueiro|Adj|HUM:N0|-1|NaN
pirar|V|HUM:N0|-1|NaN
pirata|N|HUM:N0|-1|NaN
piromania|N|HUM:N0|-1|NaN
piromaníaco|Adj|HUM:N0|-1|NaN
pirómano|Adj|HUM:N0|-1|NaN
pirosice|N|HUM:N0|-1|NaN
piroso|Adj|HUM:N0|-1|NaN
pisado|Adj|HUM:N0|-1|NaN
pisar na bola|IDIOM|HUM:N0|-1|NaN
pisar o risco|IDIOM|HUM:N0|-1|NaN
pisco|Adj|HUM:N0|-1|NaN
pitónico|Adj|HUM:N0|-1|NaN
pitoresco|Adj|HUM:N0|1|NaN
pitosga|Adj|HUM:N0|-1|NaN
plácido|Adj|HUM:N0|1|NaN
plangência|N|HUM:N0|-1|NaN
plangente|Adj|HUM:N0|-1|NaN
platónico|Adj|HUM:N0|0|NaN
plausível|Adj|HUM:N0|1|NaN
plebeu|Adj|HUM:N0|-1|NaN
pobre coitado|Adj|HUM:N0|-1|NaN
pobre de espírito|Adj|HUM:N0|-1|NaN
pobre e mal agradecido|Adj|HUM:N0|-1|NaN
pobre|Adj|HUM:N0|-1|NaN
pobretana|Adj|HUM:N0|-1|NaN
pobretão|Adj|HUM:N0|-1|NaN
pobrete|Adj|HUM:N0|-1|NaN
pobreza de espírito|N|HUM:N0|-1|NaN
pobreza|N|HUM:N0|-1|NaN
poderoso|Adj|HUM:N0|0|NaN
podre|Adj|HUM:N0|-1|NaN
poético|Adj|HUM:N0|0|NaN
poleiro|N|HUM:N0|-1|NaN
polémica|N|HUM:N0|-1|NaN
polémico|Adj|HUM:N0|-1|NaN
polemista|Adj|HUM:N0|-1|NaN
poliandra|Adj|HUM:N0|0|NaN
polido|Adj|HUM:N0|0|NaN
politicante|Adj|HUM:N0|-1|NaN
politiqueiro|Adj|HUM:N0|-1|NaN
politiquice|N|HUM:N0|-1|NaN
polivalente|Adj|HUM:N0|1|NaN
poltrão|Adj|HUM:N0|-1|NaN
poluir|V|HUM:N0|-1|NaN
pomposo|Adj|HUM:N0|0|NaN
ponderação|N|HUM:N0|1|NaN
ponderado|Adj|HUM:N0|1|NaN
ponderoso|Adj|HUM:N0|1|NaN
pontapear|V|HUM:N0:N1|1|-1
ponto fraco|N|HUM:N1|NaN|-2
ponto fraco|N|HUM:N0|-3|NaN
pontual|Adj|HUM:N0|1|NaN
pontualidade|N|HUM:N0|1|NaN
pontudo|Adj|HUM:N0|-1|NaN
popular|Adj|HUM:N0|1|NaN
popularidade|N|HUM:N0|1|NaN
populismo|N|HUM:N0|-1|NaN
populista|Adj|HUM:N0|-1|NaN
porcalhão|Adj|HUM:N0|-1|NaN
porcaria|N|HUM:N0|-1|NaN
porcino|Adj|HUM:N0|-1|NaN
porco|Adj|HUM:N0|-1|NaN
porfiado|Adj|HUM:N0|-1|NaN
pornografia|N|HUM:N0|-1|NaN
pornográfico|Adj|HUM:N0|-1|NaN
porreiro|Adj|HUM:N0|1|NaN
portentoso|Adj|HUM:N0|1|NaN
positividade|N|HUM:N0|1|NaN
positivo|Adj|HUM:N0|1|NaN
possante|Adj|HUM:N0|1|NaN
possessão|N|HUM:N0|-1|NaN
possessividade|N|HUM:N0|-1|NaN
possessivo|Adj|HUM:N0|-1|NaN
possesso|Adj|HUM:N0|-1|NaN
possibilista|Adj|HUM:N0|0|NaN
possidónio|Adj|HUM:N0|-1|NaN
possuído|Adj|HUM:N0|-1|NaN
postiço|Adj|HUM:N0|-1|NaN
potente|Adj|HUM:N0|1|NaN
poupado|Adj|HUM:N0|1|NaN
pragmático|Adj|HUM:N0|1|NaN
pragmatismo|N|HUM:N0|1|NaN
pragmatista|Adj|HUM:N0|0|NaN
prático|Adj|HUM:N0|1|NaN
prazenteiro|Adj|HUM:N0|1|NaN
precariedade|N|HUM:N0|-1|NaN
precatado|Adj|HUM:N0|1|NaN
precavido|Adj|HUM:N0|1|NaN
precioso|Adj|HUM:N0|1|NaN
precipitado|Adj|HUM:N0|-1|NaN
precipitar-se|V|HUM:N0|-1|NaN
precisado|Adj|HUM:N0|-1|NaN
precisão|N|HUM:N0|1|NaN
precisar de comer farinha maizena|IDIOM|HUM:N0|-1|NaN
preclaro|Adj|HUM:N0|1|NaN
precoce|Adj|HUM:N0|-1|NaN
preconceito|N|HUM:N0|-1|NaN
preconceituoso|Adj|HUM:N0|-1|NaN
predilecto|Adj|HUM:N0|1|NaN
predileto|Adj|HUM:N0|1|NaN
preeminente|Adj|HUM:N0|1|NaN
preferido|Adj|HUM:N0|1|NaN
preferir|V|HUM:N0:N1|0|1
pregar aos peixes|IDIOM|HUM:N0|-1|NaN
preguiça|N|HUM:N0|-1|NaN
preguiçoso|Adj|HUM:N0|-1|NaN
prejudicado|Adj|HUM:N0|-1|NaN
prejudicar|V|HUM:N0:N1|-1|0
prejudicial|Adj|HUM:N0|-1|NaN
premeditado|Adj|HUM:N0|-1|NaN
premiado|Adj|HUM:N0|1|NaN
premido|Adj|HUM:N0|0|NaN
prendado|Adj|HUM:N0|1|NaN
preocupado|Adj|HUM:N0|-1|NaN
preparado|Adj|HUM:N0|1|NaN
prepotência|N|HUM:N0|-1|NaN
prepotente|Adj|HUM:N0|-1|NaN
presbíope|Adj|HUM:N0|-1|NaN
presbiopia|N|HUM:N0|-1|NaN
presbitismo|N|HUM:N0|-1|NaN
presciente|Adj|HUM:N0|1|NaN
presente|Adj|HUM:N0|1|NaN
preservado|Adj|HUM:N0|1|NaN
presidiário|Adj|HUM:N0|-1|NaN
preso|Adj|HUM:N0|-1|NaN
pressuroso|Adj|HUM:N0|0|NaN
prestabilidade|N|HUM:N0|1|NaN
prestante|Adj|HUM:N0|1|NaN
prestativo|Adj|HUM:N0|1|NaN
prestável|Adj|HUM:N0|1|NaN
prestigiado|Adj|HUM:N0|1|NaN
prestigiante|Adj|HUM:N0|1|NaN
prestígio|N|HUM:N0|1|NaN
prestigioso|Adj|HUM:N0|1|NaN
prestimoso|Adj|HUM:N0|1|NaN
presto|Adj|HUM:N0|1|NaN
presumido|Adj|HUM:N0|-1|NaN
presumível|Adj|HUM:N0|-1|NaN
presunção|N|HUM:N0|-1|NaN
presunçoso|Adj|HUM:N0|-1|NaN
pretensiosismo|N|HUM:N0|-1|NaN
pretensioso|Adj|HUM:N0|-1|NaN
pretenso|Adj|HUM:N0|-1|NaN
prevenido|Adj|HUM:N0|1|NaN
previdente|Adj|HUM:N0|1|NaN
prezado|Adj|HUM:N0|1|NaN
prezável|Adj|HUM:N0|1|NaN
primitivo|Adj|HUM:N0|-1|NaN
primoroso|Adj|HUM:N0|1|NaN
prisão|N|HUM:N0|-1|NaN
prisioneiro|Adj|HUM:N0|-1|NaN
privilegiado|Adj|HUM:N0|0|NaN
problema|N|HUM:N0|-1|NaN
problemático|Adj|HUM:N0|-1|NaN
probo|Adj|HUM:N0|1|NaN
processado|Adj|HUM:N0|-1|NaN
prodigioso|Adj|HUM:N0|1|NaN
produtividade|N|HUM:N0|1|NaN
produtivo|Adj|HUM:N0|1|NaN
proeminente|Adj|HUM:N0|1|NaN
profanador|Adj|HUM:N0|-1|NaN
profano|Adj|HUM:N0|-1|NaN
professo|Adj|HUM:N0|0|NaN
proficiente|Adj|HUM:N0|1|NaN
profícuo|Adj|HUM:N0|1|NaN
profissional|Adj|HUM:N0|1|NaN
profissionalismo|N|HUM:N0|1|NaN
profundo|Adj|HUM:N0|0|NaN
profuso|Adj|HUM:N0|-1|NaN
progressista|Adj|HUM:N0|1|NaN
proibitivo|Adj|HUM:N0|-1|NaN
prolífero|Adj|HUM:N0|1|NaN
prolífico|Adj|HUM:N0|1|NaN
prolixo|Adj|HUM:N0|-1|NaN
prometedor|Adj|HUM:N0|1|NaN
prometer mundos e fundos|IDIOM|HUM:N0|-1|NaN
promiscuidade|N|HUM:N0|-1|NaN
promíscuo|Adj|HUM:N0|-1|NaN
promissor|Adj|HUM:N0|1|NaN
promitente|Adj|HUM:N0|1|NaN
pronóstico|Adj|HUM:N0|-1|NaN
propenso|Adj|HUM:N0|0|NaN
propício|Adj|HUM:N0|1|NaN
proporcional|Adj|HUM:N0|1|NaN
prosaico|Adj|HUM:N0|-1|NaN
proscrito|Adj|HUM:N0|-1|NaN
prosista|Adj|HUM:N0|-1|NaN
prosperar|V|HUM:N0|1|NaN
prosperidade|N|HUM:N0|1|NaN
próspero|Adj|HUM:N0|1|NaN
prostituído|Adj|HUM:N0|-1|NaN
prostituir-se|V|HUM:N0|-1|NaN
prostituto|Adj|HUM:N0|-1|NaN
prostrado|Adj|HUM:N0|-1|NaN
protector|Adj|HUM:N0|1|NaN
protervo|Adj|HUM:N0|-1|NaN
protestação|N|HUM:N0|-1|NaN
protestante|Adj|HUM:N0|0|NaN
protestativo|Adj|HUM:N0|0|NaN
protesto|N|HUM:N0|-1|NaN
protetor|Adj|HUM:N0|1|NaN
provecto|Adj|HUM:N0|0|NaN
proveitoso|Adj|HUM:N0|1|NaN
providência|N|HUM:N0|1|NaN
providencial|Adj|HUM:N0|1|NaN
providente|Adj|HUM:N0|1|NaN
provincianismo|N|HUM:N0|-1|NaN
provinciano|Adj|HUM:N0|-1|NaN
provocação|N|HUM:N0|-1|NaN
provocador|Adj|HUM:N0|-1|NaN
provocante|Adj|HUM:N0|-1|NaN
provocar|V|HUM:N0:N1|1|-1
provocativo|Adj|HUM:N0|-1|NaN
provocatório|Adj|HUM:N0|-1|NaN
provocável|Adj|HUM:N0|-1|NaN
prudência|N|HUM:N0|1|NaN
prudente|Adj|HUM:N0|1|NaN
pseudo-intelectual|Adj|HUM:N0|-1|NaN
psicopata|Adj|HUM:N0|-1|NaN
psicopatia|N|HUM:N0|-1|NaN
psicose|N|HUM:N0|-1|NaN
psicótico|Adj|HUM:N0|-1|NaN
pudendo|Adj|HUM:N0|0|NaN
pudibundo|Adj|HUM:N0|0|NaN
pudico|Adj|HUM:N0|0|NaN
pueril|Adj|HUM:N0|-1|NaN
pugnaz|Adj|HUM:N0|0|NaN
pujante|Adj|HUM:N0|1|NaN
pulcro|Adj|HUM:N0|1|NaN
pulha|Adj|HUM:N0|-1|NaN
pulhice|N|HUM:N0|-1|NaN
pulverizado|Adj|HUM:N0|-1|NaN
pundonoroso|Adj|HUM:N0|1|NaN
pungente|Adj|HUM:N0|0|NaN
punido|Adj|HUM:N0|-1|NaN
punir|V|HUM:N0:N1|1|-1
pureza|N|HUM:N0|1|NaN
purificado|Adj|HUM:N0|1|NaN
purista|Adj|HUM:N0|0|NaN
puritano|Adj|HUM:N0|-1|NaN
puro|Adj|HUM:N0|1|NaN
púrrio|Adj|HUM:N0|-1|NaN
pusilânime|Adj|HUM:N0|-1|NaN
puto|Adj|HUM:N0|-1|NaN
putrefato|Adj|HUM:N0|-1|NaN
pútrido|Adj|HUM:N0|-1|NaN
puxadinho|Adj|HUM:N0|-1|NaN
quadrado|Adj|HUM:N0|-1|NaN
quadrúpede|Adj|HUM:N0|-1|NaN
qualificado|Adj|HUM:N0|1|NaN
quebrado|Adj|HUM:N0|-1|NaN
quebrantado|Adj|HUM:N0|-1|NaN
quebrantar|V|HUM:N0|-1|NaN
quebrar a promessa eleitoral|IDIOM|HUM:N0|-1|NaN
quebrar a promessa|IDIOM|HUM:N0|-1|NaN
quebrar as regras do jogo|IDIOM|HUM:N0|-1|NaN
quebrar as regras|IDIOM|HUM:N0|-1|NaN
quebrar|V|HUM:N0|-1|NaN
queimado|Adj|HUM:N0|-1|NaN
queimar tempo|IDIOM|HUM:N0|-1|NaN
queimar-se|V|HUM:N0|-1|NaN
queimar|V|HUM:N0:N1|1|-1
queixinhas|Adj|HUM:N0|-1|NaN
queixoso|Adj|HUM:N0|-1|NaN
queixudo|Adj|HUM:N0|-1|NaN
quente|Adj|HUM:N0|0|NaN
queque|Adj|HUM:N0|-1|NaN
querer poleiro|IDIOM|HUM:N0|-1|NaN
querer tacho|IDIOM|HUM:N0|-1|NaN
querido|Adj|HUM:N0|1|NaN
querubínico|Adj|HUM:N0|1|NaN
questionável|Adj|HUM:N0|-1|NaN
quezilento|Adj|HUM:N0|-1|NaN
quezília|N|HUM:N0|-1|NaN
quieto|Adj|HUM:N0|0|NaN
quisto|Adj|HUM:N0|1|NaN
quixotesco|Adj|HUM:N0|-1|NaN
rabelaisiano|Adj|HUM:N0|-1|NaN
rabeta|Adj|HUM:N0|-1|NaN
rabicho|Adj|HUM:N0|-1|NaN
rabigo|Adj|HUM:N0|0|NaN
rabino|Adj|HUM:N0|-1|NaN
rabudo|Adj|HUM:N0|-1|NaN
rabugento|Adj|HUM:N0|-1|NaN
rabugice|N|HUM:N0|-1|NaN
rabulista|Adj|HUM:N0|-1|NaN
racional|Adj|HUM:N0|1|NaN
racionalista|Adj|HUM:N0|0|NaN
